,Problem #,Language,Model Exe Time,KS Distance - All,KS Score - All,KS Exe Time - All,KS Distance - SS,KS Score - SS,KS Exe Time - SS,KL Divergence,KL Exe Time
0,1,pymc_model,3.1281678676605225,0.1297394037246704,0.9999812575289293,0.5981390476226807,0.11642596125602722,0.99999999983052,0.5000381469726562,0.2068185060236445,0.00133514404296875
1,1,pyro_model,1.2594530582427979,0.1297394037246704,0.9999811891288222,0.6033329963684082,0.11505234241485596,0.999999855195361,0.7139389514923096,0.207380031131677,0.0014810562133789062
2,1,stan_model,0.2920379638671875,0.13316413760185242,0.9993949410629879,0.638477087020874,0.13316413760185242,0.9999998548952085,0.5319342613220215,0.21536084024755417,0.0010831356048583984
3,2,pymc_model,2.038153886795044,0.21583795547485352,0.2729669614612944,1.897115707397461,0.19853824377059937,0.7600121482516924,1.6525850296020508,0.01154570433879257,0.0012199878692626953
4,2,pyro_model,3.179868221282959,0.21471643447875977,0.2730992912000846,2.0263919830322266,0.21471643447875977,0.7601541241780254,1.6703221797943115,0.011496930525113941,0.0016739368438720703
5,2,stan_model,0.25662827491760254,0.2141284942626953,0.2734706957802665,2.1038670539855957,0.20559680461883545,0.415097646344761,1.8164079189300537,0.011385674927671938,0.0015289783477783203
6,3,pymc_model,1.14544677734375,0.08639949560165405,1.0,0.44470810890197754,0.07856214046478271,1.0,0.3892958164215088,0.04661702149941871,0.001207113265991211
7,3,pyro_model,3.0543103218078613,0.08639949560165405,1.0,0.4615018367767334,0.07179823517799377,1.0,0.3332688808441162,0.046163923297899416,0.0008859634399414062
8,3,stan_model,0.975837230682373,0.08558779954910278,1.0,0.4326472282409668,0.053809136152267456,1.0,0.3793599605560303,0.045460435077434365,0.0008459091186523438
9,4,pymc_model,1.4294729232788086,0.10462936758995056,0.999999999879322,0.5121679306030273,0.09725573658943176,0.999999999879322,0.5013217926025391,0.024804862926756426,0.0011188983917236328
10,4,pyro_model,1.124992847442627,0.10462936758995056,0.9999999998759131,0.6411216259002686,0.07918113470077515,1.0,0.4079437255859375,0.02293199730174638,0.001386880874633789
11,4,stan_model,0.13855695724487305,0.1072557270526886,0.9999999998783347,0.5159168243408203,0.09357893466949463,0.9999999999999898,0.45972609519958496,0.027768442431211057,0.0009031295776367188
12,5,pymc_model,1.1645371913909912,0.19890305399894714,0.39439327946674885,1.1069886684417725,0.19257491827011108,0.7268356397002034,0.7856900691986084,0.35179660059871554,0.0013360977172851562
13,5,pyro_model,1.1475880146026611,0.19890305399894714,0.3927198134927773,0.8892488479614258,0.18955624103546143,0.3927198134927773,0.8697431087493896,0.3634971269320222,0.0010759830474853516
14,5,stan_model,0.13760113716125488,0.19890305399894714,0.3942920508834251,0.8997640609741211,0.18955624103546143,0.556753052618788,0.843066930770874,0.3540573376066055,0.0019741058349609375
15,6,pymc_model,1.4047071933746338,0.09999608993530273,0.9999999999999896,0.4738590717315674,0.09343302249908447,0.9999999999999896,0.4642009735107422,0.07700200924743206,0.0014531612396240234
16,6,pyro_model,1.3122408390045166,0.1063995361328125,0.999999999876798,0.5095601081848145,0.09155339002609253,0.9999999999999898,0.46237802505493164,0.0845637335564752,0.0009391307830810547
17,6,stan_model,0.14016103744506836,0.09999608993530273,0.9999999999999897,0.6597428321838379,0.09999608993530273,0.9999999999999897,0.48062777519226074,0.07835807908945414,0.001230001449584961
18,7,pymc_model,1.4430861473083496,0.11276614665985107,0.9999998784191398,0.5526828765869141,0.10724696516990662,0.9999998784191398,0.5480320453643799,0.04151586708750336,0.0020499229431152344
19,7,pyro_model,1.2679531574249268,0.11276614665985107,0.9999998788333092,0.6143121719360352,0.10467064380645752,0.9999999998700295,0.5187399387359619,0.04077719807960861,0.001116037368774414
20,7,stan_model,0.14829611778259277,0.11193323135375977,0.9999998779305717,0.5606222152709961,0.10670742392539978,1.0,0.3806498050689697,0.03733077598895868,0.0008630752563476562
21,8,pymc_model,2.4461140632629395,0.09877556562423706,0.9999999999999889,0.4728879928588867,0.07931581139564514,0.9999999999999889,0.4488990306854248,0.4065045509314547,0.0019237995147705078
22,8,pyro_model,3.990635871887207,0.09890329837799072,0.9999999999999869,0.48339200019836426,0.09076318144798279,1.0,0.5306408405303955,0.41324261816271446,0.001645803451538086
23,8,stan_model,0.19539904594421387,0.09877556562423706,0.999999999999989,0.7561759948730469,0.09877556562423706,0.999999999999989,0.6335630416870117,0.40507955357804426,0.0022890567779541016
24,9,pymc_model,2.503945827484131,0.06402468681335449,1.0,0.35766100883483887,0.06402468681335449,1.0,0.2956998348236084,0.42995476158874896,0.0013680458068847656
25,9,pyro_model,3.4964547157287598,0.06402468681335449,1.0,0.3636329174041748,0.06402468681335449,1.0,0.29317808151245117,0.4312090305579237,0.0011398792266845703
26,9,stan_model,0.17708587646484375,0.06402468681335449,1.0,0.3926069736480713,0.052263230085372925,1.0,0.29333996772766113,0.42856968702117715,0.00146484375
27,10,pymc_model,2.331063985824585,0.06463462114334106,1.0,0.36368894577026367,0.05695229768753052,1.0,0.29782891273498535,0.31241767116434527,0.0017020702362060547
28,10,pyro_model,4.03040623664856,0.06480401754379272,1.0,0.36266016960144043,0.04435604810714722,1.0,0.2985973358154297,0.31563652584663787,0.001238107681274414
29,10,stan_model,0.15542984008789062,0.0647178590297699,1.0,0.3587219715118408,0.04474525898694992,1.0,0.26076531410217285,0.3145072204738128,0.0012061595916748047
30,11,pymc_model,2.1583518981933594,0.16898229718208313,0.9602940210487992,1.507065773010254,0.15034475922584534,0.9999999999999996,1.0045907497406006,0.005171808273545244,0.0011031627655029297
31,11,pyro_model,3.522603988647461,0.16898229718208313,0.9603948528456414,1.494621992111206,0.11002534627914429,0.9999999999802747,1.100311040878296,0.005393231004631847,0.0010409355163574219
32,11,stan_model,0.4220771789550781,0.16898229718208313,0.9603556420394476,1.5880351066589355,0.1303117275238037,0.9603556420394476,1.5499849319458008,0.0052056704635195915,0.0010509490966796875
33,12,pymc_model,2.200248956680298,0.12307789921760559,0.9999999557197168,1.2099342346191406,0.10457241535186768,0.9999999557197168,1.1747992038726807,0.003835165780722372,0.001094818115234375
34,12,pyro_model,3.1142897605895996,0.11905273795127869,0.9999999999798912,1.1064839363098145,0.06456603109836578,0.9999999999798912,1.1040987968444824,0.0037191087957213747,0.0009720325469970703
35,12,stan_model,0.7330470085144043,0.1208859384059906,0.9999999550074584,1.185082197189331,0.09189209342002869,0.9999999999800567,1.1550099849700928,0.0037952416524063785,0.0009768009185791016
36,13,pymc_model,2.423288106918335,0.12217798829078674,0.9997092134439257,15.205325841903687,0.09396231174468994,0.9999999987476776,8.79263424873352,8.680767582220544e-08,0.004918098449707031
37,13,pyro_model,4.113374948501587,0.12339773774147034,0.9997060255564395,15.121479034423828,0.10545574128627777,1.0,7.758866310119629,9.060767190769007e-08,0.0017998218536376953
38,13,stan_model,1.0316033363342285,0.12204697728157043,0.9997092396130516,15.039392948150635,0.09377323091030121,0.9997092396130516,10.149734258651733,8.723934825060492e-08,0.001882791519165039
39,14,pymc_model,3.054863929748535,0.0864298939704895,0.999999999952382,118.81632161140442,0.07799160480499268,1.0,32.9207980632782,1.6601738589956904e-10,0.0020978450775146484
40,14,pyro_model,4.655225038528442,0.0864298939704895,0.9999999999521845,117.36006999015808,0.07574355602264404,1.0,30.60503602027893,1.6792016116006876e-10,0.007840871810913086
41,14,stan_model,1.2898521423339844,0.0864298939704895,0.9999999999532613,134.18828177452087,0.07574355602264404,1.0,49.14800834655762,1.641097509077986e-10,0.005988121032714844
42,15,pymc_model,3.1216392517089844,0.06555242836475372,0.999999999311906,4705.077718734741,0.0468498170375824,1.0,623.951446056366,8.692207662148203e-15,0.019771099090576172
43,15,pyro_model,5.470818042755127,0.06629225611686707,0.9999999993327542,4581.211977005005,0.04459623992443085,1.0,678.2884521484375,8.803230044745519e-15,0.007883787155151367
44,15,stan_model,2.2636497020721436,0.0656791627407074,0.9999999993058984,4534.638257980347,0.05149466544389725,1.0,671.3465089797974,8.839636760118672e-15,0.005758047103881836
